Müügiloa number;Müügiloa staatus;H/V;Pakendikood;Ravimi nimetus;Ravimi tugevus;Ravimvorm;ATC kood;Toimeaine;Pakendi suurus;Müügiloa hoidja organisatsioon;Müügiloa hoidja organisatsiooni ORG ID;Müügiloa kehtivuse alguse kuupäev;Müügiloa kehtivuse lõpu kuupäev;Ravimikaardi number;Ravimikaardi staatus;Ravimi liik;Täiendav järelevalve;Erandid pakendi nõuetest;Toodetud ravimvorm;Manustatav ravimvorm;Ravimis sisalduv toimeaine;Ravimis sisalduva toimeaine tugevus;Referentstoimeaine;Referentstoimeaine tugevus;Manustamisviisid;Seade pakendis;Kõlblikkusaeg;Säilitustingimused;PD pakend;Sisepakendi liik;Sisepakendi materjal;Pakendi komponendi liik;Pakendi komponendi materjal;Müügiloa liik;Müügiloa hoidja organisatsiooni asukoht;Müügiloa hoidja organisatsiooni asukoha LOC ID;ML juhtumi taotluse liik;Juhtumi staatus;Müügiloa taotluse protseduuri number;Esitamise kuupäev;Otsuse kuupäev;Juhtumi lõpu kuupäev
EU/1/10/648;Valid;H;1499508;TWYNSTA;80mg, 10mg;Tablett;C09DB04;amlodipiin, telmisartaan;360 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3752;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;telmisartaan, amlodipiin;;telmisartaan, amlodipiin;80mg, 10mg;Suukaudne;;;;Ei;Üksikannuseline blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499429;TWYNSTA;5mg, 80mg;Tablett;C09DB04;amlodipiin, telmisartaan;98 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3751;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;5mg, 80mg;Suukaudne;;;;Ei;blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499340;TWYNSTA;10mg, 40mg;Tablett;C09DB04;telmisartaan, amlodipiin;90 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3750;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;10mg, 40mg;Suukaudne;;;;Ei;Üksikannuseline blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499351;TWYNSTA;10mg, 40mg;Tablett;C09DB04;telmisartaan, amlodipiin;98 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3750;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;10mg, 40mg;Suukaudne;;;;Ei;blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499362;TWYNSTA;10mg, 40mg;Tablett;C09DB04;telmisartaan, amlodipiin;360 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3750;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;10mg, 40mg;Suukaudne;;;;Ei;Üksikannuseline blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499430;TWYNSTA;5mg, 80mg;Tablett;C09DB04;amlodipiin, telmisartaan;360 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3751;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;5mg, 80mg;Suukaudne;;;;Ei;Üksikannuseline blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/10/648;Valid;H;1499373;TWYNSTA;5mg, 80mg;Tablett;C09DB04;amlodipiin, telmisartaan;14 Tablett;Boehringer Ingelheim International GmbH;ORG-100012432;07.10.2010;;3751;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Tablett;amlodipiin, telmisartaan;;amlodipiin, telmisartaan;5mg, 80mg;Suukaudne;;;;Ei;blister;Aluminium;;;Marketing Authorisation;"Binger Strasse 173 
Ingelheim Am Rhein 
Rhineland-Palatinate 
55216, Germany";LOC-100018243;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449031;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;28 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449042;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;30 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449019;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;280 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449086;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;280 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449097;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;14 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449109;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;28 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449110;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;30 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449064;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;90 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449211;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;98 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449222;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;280 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449020;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;14 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448951;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;14 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448962;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;28 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449143;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;98 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449154;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;280 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449165;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;14 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449176;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;28 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449187;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;30 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448973;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;30 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448984;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;56 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448995;COPALIA HCT;160mg, 12.5mg, 10mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, valsartaan, hüdroklorotiasiid;90 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3309;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;hüdroklorotiasiid, amlodipiin, valsartaan;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 10mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449053;COPALIA HCT;25mg, 160mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, valsartaan, amlodipiin;56 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3310;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, amlodipiin, hüdroklorotiasiid;;hüdroklorotiasiid, valsartaan, amlodipiin;25mg, 160mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448906;COPALIA HCT;160mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;30 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3308;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448917;COPALIA HCT;160mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;56 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3308;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448928;COPALIA HCT;160mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;90 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3308;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448939;COPALIA HCT;160mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;98 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3308;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1448940;COPALIA HCT;160mg, 12.5mg, 5mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;280 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3308;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;valsartaan, hüdroklorotiasiid, amlodipiin;;valsartaan, hüdroklorotiasiid, amlodipiin;160mg, 12.5mg, 5mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449121;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;56 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinyl Chloride, PolyVinylidene Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449132;COPALIA HCT;25mg, 10mg, 160mg;Õhukese polümeerikattega tablett;C09DX01;amlodipiin, hüdroklorotiasiid, valsartaan;90 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3311;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, hüdroklorotiasiid, valsartaan;;hüdroklorotiasiid, amlodipiin, valsartaan;25mg, 10mg, 160mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
EU/1/09/575;Valid;H;1449200;COPALIA HCT;10mg, 320mg, 25mg;Õhukese polümeerikattega tablett;C09DX01;hüdroklorotiasiid, amlodipiin, valsartaan;90 Tablett;Novartis Europharm Limited;ORG-100007373;04.11.2009;;3312;Lõpetatud;Chemical Medicinal Product;Ei;Ei;;Õhukese polümeerikattega tablett;amlodipiin, valsartaan, hüdroklorotiasiid;;amlodipiin, valsartaan, hüdroklorotiasiid;10mg, 320mg, 25mg;Suukaudne;;;;Ei;blister;PolyVinylidene Chloride, PolyVinyl Chloride;;;Marketing Authorisation;"Vista Building
Elm Park
Merrion Road
Dublin 4
D04 A9N6, Ireland";LOC-100010531;;MIGRATION_SUCCESSFUL;;;;10.07.2022
